y,x,street_count,highway,junction,railway,geometry
19.2216603,72.8447765,3,,,,POINT (72.8447765 19.2216603)
19.2227466,72.8447189,4,,,,POINT (72.8447189 19.2227466)
19.2197261,72.841858,4,,,,POINT (72.841858 19.2197261)
19.229856,72.8418712,3,,,,POINT (72.8418712 19.229856)
19.2308486,72.8497705,4,,,,POINT (72.8497705 19.2308486)
19.2362399,72.8417493,3,,,,POINT (72.8417493 19.2362399)
19.215965,72.8418126,1,,,,POINT (72.8418126 19.215965)
19.2153805,72.8438148,4,,,,POINT (72.8438148 19.2153805)
19.2157683,72.8424127,4,,,,POINT (72.8424127 19.2157683)
19.2143704,72.8396353,4,,,,POINT (72.8396353 19.2143704)
19.2152931,72.8447063,4,,,,POINT (72.8447063 19.2152931)
19.2127972,72.8425702,4,traffic_signals,,,POINT (72.8425702 19.2127972)
19.2181473,72.8419117,3,,,,POINT (72.8419117 19.2181473)
19.2155133,72.840399,3,,,,POINT (72.840399 19.2155133)
19.2099946,72.8400833,3,,,,POINT (72.8400833 19.2099946)
19.2112489,72.8411682,4,,,,POINT (72.8411682 19.2112489)
19.2129388,72.8387192,3,,,,POINT (72.8387192 19.2129388)
19.2121454,72.8399018,4,,,,POINT (72.8399018 19.2121454)
19.2101927,72.8402432,3,,,,POINT (72.8402432 19.2101927)
19.2139253,72.8372902,3,,,,POINT (72.8372902 19.2139253)
19.2118237,72.8378632,4,,,,POINT (72.8378632 19.2118237)
19.213559,72.8409131,4,,,,POINT (72.8409131 19.213559)
19.210957,72.8389444,4,,,,POINT (72.8389444 19.210957)
19.213001,72.8387668,3,,,,POINT (72.8387668 19.213001)
19.2101678,72.8354287,4,,,,POINT (72.8354287 19.2101678)
19.208585,72.8371791,3,,,,POINT (72.8371791 19.208585)
19.2102295,72.837701,3,,,,POINT (72.837701 19.2102295)
19.2101817,72.8370543,3,,,,POINT (72.8370543 19.2101817)
19.2082651,72.8377967,4,,,,POINT (72.8377967 19.2082651)
19.2073378,72.8372015,3,traffic_signals,,,POINT (72.8372015 19.2073378)
19.2065016,72.8397414,3,,,,POINT (72.8397414 19.2065016)
19.2102153,72.8441771,3,,,,POINT (72.8441771 19.2102153)
19.212592,72.8436825,4,,,,POINT (72.8436825 19.212592)
19.2101658,72.842183,3,,,,POINT (72.842183 19.2101658)
19.2050107,72.8465152,3,,,,POINT (72.8465152 19.2050107)
19.2062944,72.8476615,3,,,,POINT (72.8476615 19.2062944)
19.2240799,72.8550344,3,,,,POINT (72.8550344 19.2240799)
19.2214571,72.8531207,3,,,,POINT (72.8531207 19.2214571)
19.2213964,72.8546452,1,,,,POINT (72.8546452 19.2213964)
19.2239869,72.8554631,1,,,,POINT (72.8554631 19.2239869)
19.2243129,72.8542155,3,,,,POINT (72.8542155 19.2243129)
19.2207382,72.8540328,3,,,,POINT (72.8540328 19.2207382)
19.2205353,72.8527899,3,,,,POINT (72.8527899 19.2205353)
19.2165234,72.8528252,3,,,,POINT (72.8528252 19.2165234)
19.215006,72.8533843,1,,,,POINT (72.8533843 19.215006)
19.2136328,72.8515269,3,,,,POINT (72.8515269 19.2136328)
19.2138237,72.8541379,1,,,,POINT (72.8541379 19.2138237)
19.2139222,72.8535918,1,,,,POINT (72.8535918 19.2139222)
19.1180486,72.8935951,3,,,,POINT (72.8935951 19.1180486)
19.1174675,72.8927584,3,,,,POINT (72.8927584 19.1174675)
19.1168472,72.8953924,3,,,,POINT (72.8953924 19.1168472)
19.1899155,72.8599308,3,,,,POINT (72.8599308 19.1899155)
19.1882553,72.8595036,3,,,,POINT (72.8595036 19.1882553)
19.1883877,72.8586234,3,,,,POINT (72.8586234 19.1883877)
19.1127099,72.8250644,3,,,,POINT (72.8250644 19.1127099)
19.1135427,72.8249278,1,,,,POINT (72.8249278 19.1135427)
19.0536335,72.8708242,3,,,,POINT (72.8708242 19.0536335)
19.1948988,72.8486897,3,,,,POINT (72.8486897 19.1948988)
19.1935811,72.849402,3,,,,POINT (72.849402 19.1935811)
19.1948448,72.8495349,3,,,,POINT (72.8495349 19.1948448)
19.1893552,72.8499481,3,,,,POINT (72.8499481 19.1893552)
19.1899208,72.8500014,3,,,,POINT (72.8500014 19.1899208)
19.2214403,72.8408467,3,,,,POINT (72.8408467 19.2214403)
19.2214654,72.8397871,3,,,,POINT (72.8397871 19.2214654)
19.1877588,72.8501143,4,,,,POINT (72.8501143 19.1877588)
19.1903202,72.8526931,3,,,,POINT (72.8526931 19.1903202)
19.1909128,72.8537265,3,,,,POINT (72.8537265 19.1909128)
19.1921535,72.8568744,3,,,,POINT (72.8568744 19.1921535)
19.188581,72.8554127,5,,,,POINT (72.8554127 19.188581)
19.1895893,72.8560018,3,,,,POINT (72.8560018 19.1895893)
19.1869451,72.8517101,3,,,,POINT (72.8517101 19.1869451)
19.1878468,72.8506185,3,,,,POINT (72.8506185 19.1878468)
19.2228695,72.839815,3,,,,POINT (72.839815 19.2228695)
19.2206451,72.8408141,3,,,,POINT (72.8408141 19.2206451)
19.2206843,72.8391274,3,,,,POINT (72.8391274 19.2206843)
19.1856112,72.8522885,3,,,,POINT (72.8522885 19.1856112)
19.1856127,72.8501275,3,,,,POINT (72.8501275 19.1856127)
19.1874737,72.8527178,3,,,,POINT (72.8527178 19.1874737)
19.1856302,72.8515192,3,,,,POINT (72.8515192 19.1856302)
19.1862029,72.8523357,4,,,,POINT (72.8523357 19.1862029)
19.1856553,72.8512399,3,,,,POINT (72.8512399 19.1856553)
19.1880899,72.8518481,3,,,,POINT (72.8518481 19.1880899)
19.1857001,72.854741,3,,,,POINT (72.854741 19.1857001)
19.1857167,72.8533244,4,,,,POINT (72.8533244 19.1857167)
19.1879413,72.8538581,3,,,,POINT (72.8538581 19.1879413)
19.1886501,72.8538011,3,,,,POINT (72.8538011 19.1886501)
19.1836207,72.8511565,3,,,,POINT (72.8511565 19.1836207)
19.1834657,72.8528899,3,,,,POINT (72.8528899 19.1834657)
19.1809137,72.851465,3,,,,POINT (72.851465 19.1809137)
19.1820359,72.8534929,4,,,,POINT (72.8534929 19.1820359)
19.1809164,72.850033,3,,,,POINT (72.850033 19.1809164)
19.1808165,72.8530768,3,,,,POINT (72.8530768 19.1808165)
19.1828285,72.8540039,3,,,,POINT (72.8540039 19.1828285)
19.1809163,72.850092,4,,,,POINT (72.850092 19.1809163)
19.1827339,72.8538273,4,,,,POINT (72.8538273 19.1827339)
19.0173162,72.8445921,3,,,,POINT (72.8445921 19.0173162)
19.0201077,72.84315,3,,,,POINT (72.84315 19.0201077)
19.0387702,72.8567141,1,,,,POINT (72.8567141 19.0387702)
19.0398111,72.8562131,1,,,,POINT (72.8562131 19.0398111)
19.0403274,72.8552218,3,,,,POINT (72.8552218 19.0403274)
19.0404552,72.8572694,1,,,,POINT (72.8572694 19.0404552)
19.0405261,72.8583054,3,,,,POINT (72.8583054 19.0405261)
19.0409806,72.8576921,4,,,,POINT (72.8576921 19.0409806)
19.04094,72.8567818,1,,,,POINT (72.8567818 19.04094)
19.0410483,72.858721,3,,,,POINT (72.858721 19.0410483)
19.0410885,72.8504538,3,,,,POINT (72.8504538 19.0410885)
19.0414127,72.8571092,4,,,,POINT (72.8571092 19.0414127)
19.0413168,72.8558188,4,,,,POINT (72.8558188 19.0413168)
19.0415004,72.8581117,4,,,,POINT (72.8581117 19.0415004)
19.041601,72.8591608,3,,,,POINT (72.8591608 19.041601)
19.0418609,72.8551708,3,,,,POINT (72.8551708 19.0418609)
19.0419144,72.8575339,4,,,,POINT (72.8575339 19.0419144)
19.0419912,72.8563286,3,,,,POINT (72.8563286 19.0419912)
19.0420461,72.8585223,4,,,,POINT (72.8585223 19.0420461)
19.0421665,72.8595968,3,,,,POINT (72.8595968 19.0421665)
19.0424489,72.8579381,4,,,,POINT (72.8579381 19.0424489)
19.0424861,72.8567361,4,,,,POINT (72.8567361 19.0424861)
19.0425782,72.8589639,3,,,,POINT (72.8589639 19.0425782)
19.0429814,72.8583616,3,,,,POINT (72.8583616 19.0429814)
19.0429813,72.8571661,3,,,,POINT (72.8571661 19.0429813)
19.0432047,72.8602834,3,,,,POINT (72.8602834 19.0432047)
19.0434472,72.8575861,4,,,,POINT (72.8575861 19.0434472)
19.0435087,72.8465231,4,,,,POINT (72.8465231 19.0435087)
19.0437133,72.853123,1,,,,POINT (72.853123 19.0437133)
19.0438824,72.8545737,3,,,,POINT (72.8545737 19.0438824)
19.0438833,72.8590264,1,,,,POINT (72.8590264 19.0438833)
19.0440262,72.8465381,4,,,,POINT (72.8465381 19.0440262)
19.0448357,72.8524373,3,,,,POINT (72.8524373 19.0448357)
19.0448363,72.8461508,3,,,,POINT (72.8461508 19.0448363)
19.0456495,72.8471333,3,,,,POINT (72.8471333 19.0456495)
19.0455982,72.8563929,3,,,,POINT (72.8563929 19.0455982)
19.0458327,72.8587773,3,,,,POINT (72.8587773 19.0458327)
19.0459911,72.8584806,3,,,,POINT (72.8584806 19.0459911)
19.0460591,72.8542082,3,,,,POINT (72.8542082 19.0460591)
19.0461257,72.8576387,4,,,,POINT (72.8576387 19.0461257)
19.0464865,72.8572576,1,,,,POINT (72.8572576 19.0464865)
19.0469944,72.8521082,3,,,,POINT (72.8521082 19.0469944)
19.0469836,72.8603644,3,,,,POINT (72.8603644 19.0469836)
19.0471948,72.8592314,3,,,,POINT (72.8592314 19.0471948)
19.0475154,72.8584835,1,,,,POINT (72.8584835 19.0475154)
19.0480617,72.8580334,3,,,,POINT (72.8580334 19.0480617)
19.0480511,72.8575905,4,,,,POINT (72.8575905 19.0480511)
19.0650538,72.8807541,3,,,,POINT (72.8807541 19.0650538)
19.0652261,72.8768831,4,,,,POINT (72.8768831 19.0652261)
19.0658596,72.8790426,4,,,,POINT (72.8790426 19.0658596)
19.0659319,72.8755368,3,,,,POINT (72.8755368 19.0659319)
19.0660298,72.8747716,4,,,,POINT (72.8747716 19.0660298)
19.0665517,72.8794655,3,,,,POINT (72.8794655 19.0665517)
19.0668239,72.877716,3,,,,POINT (72.877716 19.0668239)
19.066763,72.8825525,3,,,,POINT (72.8825525 19.066763)
19.068241,72.8823152,1,,,,POINT (72.8823152 19.068241)
19.0701287,72.8804319,3,,,,POINT (72.8804319 19.0701287)
19.0704157,72.8777099,3,,,,POINT (72.8777099 19.0704157)
19.0711884,72.8795997,4,,,,POINT (72.8795997 19.0711884)
19.0741205,72.8791224,3,,,,POINT (72.8791224 19.0741205)
19.0746057,72.8838291,3,,,,POINT (72.8838291 19.0746057)
19.0760493,72.8775314,4,traffic_signals,,,POINT (72.8775314 19.0760493)
19.0762088,72.8825456,3,,,,POINT (72.8825456 19.0762088)
19.0770518,72.8833953,3,,,,POINT (72.8833953 19.0770518)
19.0812037,72.8827468,5,,,,POINT (72.8827468 19.0812037)
19.0761381,72.8816826,4,,,,POINT (72.8816826 19.0761381)
19.0772722,72.8857407,3,,,,POINT (72.8857407 19.0772722)
19.0818463,72.897917,3,,,,POINT (72.897917 19.0818463)
19.0827077,72.8851964,3,,,,POINT (72.8851964 19.0827077)
19.0837645,72.9013063,3,,,,POINT (72.9013063 19.0837645)
19.0838244,72.9022528,4,,,,POINT (72.9022528 19.0838244)
19.0844858,72.8849456,4,traffic_signals,,,POINT (72.8849456 19.0844858)
19.0853784,72.883665,3,,,,POINT (72.883665 19.0853784)
19.0856151,72.8808543,3,,,,POINT (72.8808543 19.0856151)
19.0770508,72.8995913,3,,,,POINT (72.8995913 19.0770508)
19.0806061,72.8962724,3,,,,POINT (72.8962724 19.0806061)
19.0824848,72.900701,3,,,,POINT (72.900701 19.0824848)
19.0934462,72.8995653,3,traffic_signals,,,POINT (72.8995653 19.0934462)
19.0941078,72.8997278,3,,,,POINT (72.8997278 19.0941078)
19.0946879,72.8975037,3,,,,POINT (72.8975037 19.0946879)
19.0946442,72.8986417,4,,,,POINT (72.8986417 19.0946442)
19.0950115,72.8956765,3,,,,POINT (72.8956765 19.0950115)
19.0956175,72.8858636,4,,,,POINT (72.8858636 19.0956175)
19.1036949,72.8965453,3,,,,POINT (72.8965453 19.1036949)
19.1038514,72.8963853,3,,,,POINT (72.8963853 19.1038514)
19.104086,72.8967274,3,,,,POINT (72.8967274 19.104086)
19.1058682,72.8879104,4,,,,POINT (72.8879104 19.1058682)
19.1066556,72.8905898,3,,,,POINT (72.8905898 19.1066556)
19.1068558,72.8925791,3,,,,POINT (72.8925791 19.1068558)
19.1069026,72.8910591,3,,,,POINT (72.8910591 19.1069026)
19.1144545,72.8978844,3,traffic_signals,,,POINT (72.8978844 19.1144545)
19.0348854,72.9484422,3,,,,POINT (72.9484422 19.0348854)
19.0367786,72.9458096,3,,,,POINT (72.9458096 19.0367786)
19.038135,72.9449218,3,,,,POINT (72.9449218 19.038135)
19.0527291,72.9203381,3,,,,POINT (72.9203381 19.0527291)
19.053772,72.9272402,4,,,,POINT (72.9272402 19.053772)
19.0553834,72.9111052,3,,,,POINT (72.9111052 19.0553834)
19.0573668,72.9135601,3,,,,POINT (72.9135601 19.0573668)
19.0589624,72.9143301,4,,,,POINT (72.9143301 19.0589624)
19.0594919,72.9311762,1,,,,POINT (72.9311762 19.0594919)
19.0607782,72.924912,4,,,,POINT (72.924912 19.0607782)
19.0647357,72.9309723,4,,,,POINT (72.9309723 19.0647357)
19.0650855,72.9312141,3,,,,POINT (72.9312141 19.0650855)
19.0687878,72.921553,4,,,,POINT (72.921553 19.0687878)
19.0433529,72.9225449,3,,,,POINT (72.9225449 19.0433529)
19.043541,72.922885,3,traffic_signals,,,POINT (72.922885 19.043541)
19.0436813,72.9234158,3,,,,POINT (72.9234158 19.0436813)
19.0439731,72.9202089,3,,,,POINT (72.9202089 19.0439731)
19.0460771,72.9264778,3,,,,POINT (72.9264778 19.0460771)
19.0488188,72.9258418,1,,,,POINT (72.9258418 19.0488188)
19.0489736,72.9303382,3,,,,POINT (72.9303382 19.0489736)
19.0502749,72.933727,3,,,,POINT (72.933727 19.0502749)
19.051309,72.9366351,4,traffic_signals,,,POINT (72.9366351 19.051309)
19.0515769,72.9367487,3,traffic_signals,,,POINT (72.9367487 19.0515769)
19.0526963,72.9407883,3,,,,POINT (72.9407883 19.0526963)
19.0554078,72.9105434,3,,,,POINT (72.9105434 19.0554078)
19.0621254,72.9005919,3,traffic_signals,,,POINT (72.9005919 19.0621254)
19.0630759,72.8985532,3,,,,POINT (72.8985532 19.0630759)
19.0647313,72.887957,3,,,,POINT (72.887957 19.0647313)
19.051227,72.9364045,3,traffic_signals,,,POINT (72.9364045 19.051227)
19.051484,72.9371273,3,,,,POINT (72.9371273 19.051484)
19.0517553,72.9217615,3,,,,POINT (72.9217615 19.0517553)
19.056547,72.9287862,3,,,,POINT (72.9287862 19.056547)
19.057542,72.9228249,3,,,,POINT (72.9228249 19.057542)
19.0581072,72.9256706,3,,,,POINT (72.9256706 19.0581072)
19.0591219,72.923704,4,traffic_signals,,,POINT (72.923704 19.0591219)
19.0605357,72.9165115,3,,,,POINT (72.9165115 19.0605357)
19.0619089,72.9031195,3,,,,POINT (72.9031195 19.0619089)
19.071498,72.9212184,3,,,,POINT (72.9212184 19.071498)
19.08799,72.9054868,3,traffic_signals,,,POINT (72.9054868 19.08799)
19.09267,72.912008,3,,,,POINT (72.912008 19.09267)
19.094174,72.9133683,4,,,,POINT (72.9133683 19.094174)
19.0943818,72.9041042,3,,,,POINT (72.9041042 19.0943818)
19.0944644,72.9001993,3,,,,POINT (72.9001993 19.0944644)
19.094951,72.9108503,1,,,,POINT (72.9108503 19.094951)
19.0947809,72.9004302,3,,,,POINT (72.9004302 19.0947809)
19.095353,72.9039346,3,,,,POINT (72.9039346 19.095353)
19.0957731,72.9008746,3,,,,POINT (72.9008746 19.0957731)
19.0970012,72.9047753,3,,,,POINT (72.9047753 19.0970012)
19.0975738,72.9042834,3,,,,POINT (72.9042834 19.0975738)
19.0976997,72.9040326,3,,,,POINT (72.9040326 19.0976997)
19.0987649,72.9077766,3,,,,POINT (72.9077766 19.0987649)
19.0997067,72.9086366,3,,,,POINT (72.9086366 19.0997067)
19.1004999,72.9186564,3,,,,POINT (72.9186564 19.1004999)
19.1015339,72.9116059,3,,yes,,POINT (72.9116059 19.1015339)
19.1025808,72.9166963,3,,,,POINT (72.9166963 19.1025808)
19.1037019,72.9113087,3,,,,POINT (72.9113087 19.1037019)
19.1042433,72.9142526,3,,,,POINT (72.9142526 19.1042433)
19.1049213,72.9121085,3,,,,POINT (72.9121085 19.1049213)
19.1053975,72.9125756,3,,,,POINT (72.9125756 19.1053975)
19.10598,72.9136183,4,,,,POINT (72.9136183 19.10598)
19.1105086,72.9159948,3,,yes,,POINT (72.9159948 19.1105086)
19.1106219,72.9156339,3,,,,POINT (72.9156339 19.1106219)
19.1154957,72.9165734,4,,,,POINT (72.9165734 19.1154957)
19.0632504,72.9138851,3,,,,POINT (72.9138851 19.0632504)
19.0636912,72.9124246,3,,,,POINT (72.9124246 19.0636912)
19.0652085,72.8992768,4,traffic_signals,,,POINT (72.8992768 19.0652085)
19.0650846,72.9069519,1,,,,POINT (72.9069519 19.0650846)
19.0657801,72.9071188,3,,,,POINT (72.9071188 19.0657801)
19.0671773,72.903277,3,,,,POINT (72.903277 19.0671773)
19.0677208,72.903139,3,,,,POINT (72.903139 19.0677208)
19.0690797,72.9061928,3,,,,POINT (72.9061928 19.0690797)
19.0343397,72.9493276,3,,,,POINT (72.9493276 19.0343397)
19.0387142,72.9480708,3,,,,POINT (72.9480708 19.0387142)
19.0392999,72.9490021,3,,,,POINT (72.9490021 19.0392999)
19.0395677,72.9474107,3,,,,POINT (72.9474107 19.0395677)
19.0397686,72.9477285,3,,,,POINT (72.9477285 19.0397686)
19.0416472,72.9468582,3,,,,POINT (72.9468582 19.0416472)
19.0502322,72.9376889,4,,,,POINT (72.9376889 19.0502322)
19.0574158,72.9594972,1,,,,POINT (72.9594972 19.0574158)
19.0601162,72.9246303,4,,,,POINT (72.9246303 19.0601162)
19.0604837,72.9255741,4,,,,POINT (72.9255741 19.0604837)
19.0604193,72.9239748,3,,,,POINT (72.9239748 19.0604193)
19.0610275,72.9226406,3,,,,POINT (72.9226406 19.0610275)
19.0613494,72.9218679,3,,,,POINT (72.9218679 19.0613494)
19.0613635,72.923589,4,,,,POINT (72.923589 19.0613635)
19.0615869,72.9203919,3,,,,POINT (72.9203919 19.0615869)
19.0616693,72.9229074,4,,,,POINT (72.9229074 19.0616693)
19.0618797,72.9316721,3,,,,POINT (72.9316721 19.0618797)
19.0620004,72.9221795,4,,,,POINT (72.9221795 19.0620004)
19.0620733,72.9303872,3,,,,POINT (72.9303872 19.0620733)
19.0620509,72.9286178,4,,,,POINT (72.9286178 19.0620509)
19.0623437,72.9263353,4,,,,POINT (72.9263353 19.0623437)
19.0624023,72.929601,4,,,,POINT (72.929601 19.0624023)
19.0623714,72.9279019,4,,,,POINT (72.9279019 19.0623714)
19.0623128,72.9176971,3,traffic_signals,,,POINT (72.9176971 19.0623128)
19.0626305,72.9241012,3,,,,POINT (72.9241012 19.0626305)
19.0626239,72.9224684,4,,,,POINT (72.9224684 19.0626239)
19.0625684,72.9208834,4,,,,POINT (72.9208834 19.0625684)
19.0626181,72.9306697,3,,,,POINT (72.9306697 19.0626181)
19.0626515,72.9256193,4,,,,POINT (72.9256193 19.0626515)
19.0626708,72.9272265,4,,,,POINT (72.9272265 19.0626708)
19.0629321,72.9249955,4,,,,POINT (72.9249955 19.0629321)
19.0629755,72.9299299,4,,,,POINT (72.9299299 19.0629755)
19.0631995,72.9212358,4,,,,POINT (72.9212358 19.0631995)
19.063204,72.9243396,3,,,,POINT (72.9243396 19.063204)
19.0633282,72.9173711,3,,,,POINT (72.9173711 19.0633282)
19.0634747,72.9237647,3,,,,POINT (72.9237647 19.0634747)
19.0635619,72.9303016,4,,,,POINT (72.9303016 19.0635619)
19.0635757,72.925248,4,,,,POINT (72.925248 19.0635757)
19.0636203,72.9183507,3,,,,POINT (72.9183507 19.0636203)
19.0637736,72.9215225,4,,,,POINT (72.9215225 19.0637736)
19.0638358,72.9246249,3,,,,POINT (72.9246249 19.0638358)
19.0640803,72.9240928,4,,,,POINT (72.9240928 19.0640803)
19.0640691,72.9208474,4,,,,POINT (72.9208474 19.0640691)
19.0641424,72.9186193,3,,,,POINT (72.9186193 19.0641424)
19.0642506,72.9286845,3,,,,POINT (72.9286845 19.0642506)
19.0643333,72.9218019,4,,,,POINT (72.9218019 19.0643333)
19.0646203,72.9243658,4,,,,POINT (72.9243658 19.0646203)
19.0647088,72.9189163,3,,,,POINT (72.9189163 19.0647088)
19.0648702,72.9184943,3,,,,POINT (72.9184943 19.0648702)
19.0649843,72.9182583,3,,,,POINT (72.9182583 19.0649843)
19.0649362,72.9204723,4,,,,POINT (72.9204723 19.0649362)
19.0650654,72.9181203,1,,,,POINT (72.9181203 19.0650654)
19.0652355,72.9191901,3,,,,POINT (72.9191901 19.0652355)
19.0652317,72.9198157,4,,,,POINT (72.9198157 19.0652317)
19.0654124,72.9187478,4,,,,POINT (72.9187478 19.0654124)
19.0657272,72.9181405,1,,,,POINT (72.9181405 19.0657272)
19.0658116,72.9194895,4,,,,POINT (72.9194895 19.0658116)
19.0658177,72.9201232,4,,,,POINT (72.9201232 19.0658177)
19.0659447,72.919063,3,,,,POINT (72.919063 19.0659447)
19.0660696,72.9188134,3,,,,POINT (72.9188134 19.0660696)
19.06611,72.9187328,1,,,,POINT (72.9187328 19.06611)
19.0663377,72.9197608,3,,,,POINT (72.9197608 19.0663377)
19.0663707,72.9252445,3,,,,POINT (72.9252445 19.0663707)
19.0666155,72.9199079,3,,,,POINT (72.9199079 19.0666155)
19.0666075,72.9191064,3,,,,POINT (72.9191064 19.0666075)
19.0666849,72.9189495,1,,,,POINT (72.9189495 19.0666849)
19.0669639,72.9190699,1,,,,POINT (72.9190699 19.0669639)
19.0668546,72.9200354,3,,,,POINT (72.9200354 19.0668546)
19.0668802,72.926557,3,,,,POINT (72.926557 19.0668802)
19.0671935,72.919249,1,,,,POINT (72.919249 19.0671935)
19.0677596,72.9198904,1,,,,POINT (72.9198904 19.0677596)
19.068178,72.9221101,1,,,,POINT (72.9221101 19.068178)
19.0694848,72.9218414,3,,,,POINT (72.9218414 19.0694848)
19.0700721,72.9211971,3,,,,POINT (72.9211971 19.0700721)
19.0706286,72.9208269,3,,,,POINT (72.9208269 19.0706286)
19.0722416,72.9215531,1,,,,POINT (72.9215531 19.0722416)
19.0309798,72.8968473,3,,,,POINT (72.8968473 19.0309798)
19.0327236,72.8962939,3,,,,POINT (72.8962939 19.0327236)
19.0330269,72.8978893,3,,,,POINT (72.8978893 19.0330269)
19.0330281,72.9020942,3,,,,POINT (72.9020942 19.0330281)
19.0466082,72.9094706,3,,,,POINT (72.9094706 19.0466082)
19.0473303,72.9160374,1,,,,POINT (72.9160374 19.0473303)
19.0519732,72.9105928,4,,,,POINT (72.9105928 19.0519732)
19.0525581,72.9070626,3,,,,POINT (72.9070626 19.0525581)
19.0527157,72.9071901,4,,,,POINT (72.9071901 19.0527157)
19.0527541,72.9059484,3,,,,POINT (72.9059484 19.0527541)
19.0528001,72.9055951,3,,,,POINT (72.9055951 19.0528001)
19.0553439,72.9078051,1,,,,POINT (72.9078051 19.0553439)
19.0562772,72.9052936,1,,,,POINT (72.9052936 19.0562772)
19.0563945,72.9099416,4,,,,POINT (72.9099416 19.0563945)
19.0571135,72.9043167,4,,,,POINT (72.9043167 19.0571135)
19.0570998,72.9038496,3,,,,POINT (72.9038496 19.0570998)
19.0580741,72.8863952,3,,,,POINT (72.8863952 19.0580741)
19.0593096,72.9068679,3,,,,POINT (72.9068679 19.0593096)
19.0604161,72.9028,1,,,,POINT (72.9028 19.0604161)
19.0605386,72.9041871,3,,,,POINT (72.9041871 19.0605386)
19.0607002,72.9005783,3,,,,POINT (72.9005783 19.0607002)
19.0611952,72.9028073,3,,,,POINT (72.9028073 19.0611952)
19.0614671,72.8911361,3,,,,POINT (72.8911361 19.0614671)
19.0619919,72.8891577,3,,,,POINT (72.8891577 19.0619919)
19.0621117,72.8833503,4,traffic_signals,,,POINT (72.8833503 19.0621117)
19.0624783,72.8922918,3,,,,POINT (72.8922918 19.0624783)
19.0625799,72.8899703,3,,,,POINT (72.8899703 19.0625799)
19.063117,72.8930443,3,,,,POINT (72.8930443 19.063117)
19.063255,72.8850221,4,,,,POINT (72.8850221 19.063255)
19.0634306,72.8905615,3,,,,POINT (72.8905615 19.0634306)
19.0640469,72.8829626,3,,,,POINT (72.8829626 19.0640469)
19.0640029,72.8816509,4,,,,POINT (72.8816509 19.0640029)
19.0641315,72.8815455,3,,,,POINT (72.8815455 19.0641315)
19.0641696,72.8910922,3,,,,POINT (72.8910922 19.0641696)
19.0644025,72.8838225,3,,,,POINT (72.8838225 19.0644025)
19.0643862,72.8945878,3,,,,POINT (72.8945878 19.0643862)
19.0649327,72.8924794,3,,,,POINT (72.8924794 19.0649327)
19.0651351,72.8917198,3,,,,POINT (72.8917198 19.0651351)
19.0652461,72.8913125,3,,,,POINT (72.8913125 19.0652461)
19.0671013,72.8832485,1,,,,POINT (72.8832485 19.0671013)
19.066966,72.8829512,1,,,,POINT (72.8829512 19.066966)
19.1611663,72.8471033,3,,,,POINT (72.8471033 19.1611663)
19.1599339,72.8485585,3,,,,POINT (72.8485585 19.1599339)
19.159969,72.8469797,3,,,,POINT (72.8469797 19.159969)
19.1610675,72.84859,3,,,,POINT (72.84859 19.1610675)
19.1554066,72.8467847,1,,,,POINT (72.8467847 19.1554066)
19.1569777,72.8459496,4,,,,POINT (72.8459496 19.1569777)
19.1580621,72.8468982,3,,,,POINT (72.8468982 19.1580621)
19.1569296,72.8474552,3,,,,POINT (72.8474552 19.1569296)
19.156897,72.848474,4,,,,POINT (72.848474 19.156897)
19.1585508,72.8494371,1,,,,POINT (72.8494371 19.1585508)
19.1579739,72.8494812,1,,,,POINT (72.8494812 19.1579739)
19.1555788,72.8479868,1,,,,POINT (72.8479868 19.1555788)
19.1574723,72.84849,4,,,,POINT (72.84849 19.1574723)
19.1580013,72.8485047,4,,,,POINT (72.8485047 19.1580013)
19.1575103,72.8468746,3,,,,POINT (72.8468746 19.1575103)
19.1569489,72.8468506,4,,,,POINT (72.8468506 19.1569489)
19.1574485,72.8494988,1,,,,POINT (72.8494988 19.1574485)
19.1569124,72.8479906,3,,,,POINT (72.8479906 19.1569124)
19.1783563,72.8164209,3,,,,POINT (72.8164209 19.1783563)
19.1790167,72.8129582,3,,,,POINT (72.8129582 19.1790167)
19.1799976,72.8129049,3,,,,POINT (72.8129049 19.1799976)
19.1810484,72.8170722,3,,,,POINT (72.8170722 19.1810484)
19.1817067,72.8132657,3,,,,POINT (72.8132657 19.1817067)
19.1821056,72.8188097,3,,,,POINT (72.8188097 19.1821056)
19.1823953,72.8173584,3,,,,POINT (72.8173584 19.1823953)
19.191346,72.8218793,3,,,,POINT (72.8218793 19.191346)
19.1913797,72.8205637,4,,,,POINT (72.8205637 19.1913797)
19.1959489,72.8220874,3,traffic_signals,,,POINT (72.8220874 19.1959489)
19.2117008,72.8316381,4,,,,POINT (72.8316381 19.2117008)
19.2152687,72.8337457,4,traffic_signals,,,POINT (72.8337457 19.2152687)
19.2191962,72.8339561,3,,,,POINT (72.8339561 19.2191962)
19.219824,72.837969,4,,,,POINT (72.837969 19.219824)
19.2240159,72.8377751,3,,,,POINT (72.8377751 19.2240159)
19.2243959,72.8342063,3,,,,POINT (72.8342063 19.2243959)
19.2253355,72.8343768,3,,,,POINT (72.8343768 19.2253355)
19.2264153,72.828151,5,traffic_signals,,,POINT (72.828151 19.2264153)
19.2273796,72.821926,3,,,,POINT (72.821926 19.2273796)
19.2303954,72.8288609,3,,,,POINT (72.8288609 19.2303954)
